Words,Tags
"['Наиболее', 'серьезное', 'сопротивление', 'силы', 'правопорядка', 'встречают', 'в', 'центре', 'г.Каира', 'на', 'площади', 'Тахрир', ',', 'которая', 'в', 'результате', 'февральских', 'событий', 'стала', 'символом', '""', 'арабской', 'весны', ""''"", 'в', 'республике', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Таким', 'образом', ',', 'он', 'имеет', 'возможность', 'блокировать', 'решения', 'нового', 'лидера', 'справоросов', 'Николая', 'Левичева', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 0]"
"['Скандал', 'вокруг', 'Зубовского', 'института', '(', 'Российского', 'института', 'истории', 'искусств', ')', 'I-ORG', 'возник', 'в', 'мае', 'этого', 'года', 'после', 'того', ',', 'как', 'петербургские', 'искусствоведы', 'узнали', 'о', 'намерениях', 'Минкульта', 'России', 'присоединить', 'РИИИ', 'к', 'московскому', 'Институту', 'культурологии', '.']","[0, 0, 3, 2, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 3, 0, 0, 3, 2, 0]"
"['Согласно', 'другой', 'информации', ',', 'обсуждавшейся', 'в', 'СМИ', ',', 'генералы', 'были', 'несогласны', 'с', 'намерением', 'перевести', 'их', 'из', 'Москвы', 'на', 'службу', 'в', 'другие', 'регионы', '.']","[0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"['Объяснены', 'они', '""', 'нарушением', 'внутренних', 'процедур', 'и', 'правил', 'ИД', '""', 'Коммерсантъ', ""''"", 'I-ORG', ',', 'а', 'также', '""', 'нарушением', 'стандартов', 'профессиональной', 'журналистики', 'и', 'законодательства', 'Российской', 'Федерации', ""''"", '.']","[0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 0, 0]"
"['Президент', 'США', 'назначил', 'старшего', 'советника', 'Белого', 'дома', 'Пита', 'Рауса', 'временным', 'главой', 'президентской', 'администрации', '.']","[0, 1, 0, 0, 0, 1, 4, 6, 5, 0, 0, 0, 0, 0]"
"['С', '1', 'сентября', 'никаких', 'нестандартных', 'одежд', 'в', 'школах', ',', 'образовательных', 'учреждениях', 'края', 'не', 'будет', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['О', 'том', ',', 'что', 'мэр', 'Москвы', 'Юрий', 'Лужков', 'сделал', 'бывшему', 'заместителю', 'руководителя', 'Росприроднадзора', ',', 'а', 'ныне', 'главе', 'движения', '""', 'Зеленая', 'альтернатива', ""''"", 'предложение', 'занять', 'должность', 'префекта', 'Северного', 'административного', 'округа', '(', 'САО', ')', 'I-LOC', 'столицы', ',', '""', 'Ъ', ""''"", 'сообщил', 'сам', 'Олег', 'Митволь', '.']","[0, 0, 0, 0, 0, 1, 6, 5, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 0, 0, 1, 4, 4, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 6, 5, 0]"
"['При', 'этом', 'мобилизация', 'ресурсов', 'такого', 'объема', 'не', 'возможна', 'без', 'участия', 'государства', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Указом', 'президента', 'освобождены', 'от', 'занимаемых', 'должностей', 'заместитель', 'начальника', 'Федерального', 'управления', 'по', 'безопасному', 'хранению', 'и', 'уничтожению', 'химического', 'оружия', 'при', 'Министерстве', 'промышленности', 'и', 'торговли', 'РФ', 'полковник', 'Сергей', 'Гринченко', ',', 'а', 'также', 'командир', '2-й', 'дивизии', 'противолодочных', 'кораблей', 'Северного', 'флота', 'капитан', 'I', 'ранга', 'Евгений', 'Ирза', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 2, 2, 1, 0, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 6, 5, 0]"
"['За', 'это', 'время', 'служба', ',', 'осуществляющая', 'государственный', 'контроль', 'и', 'надзор', 'в', 'сфере', 'массовых', 'коммуникаций', ',', 'связи', 'и', 'информационных', 'технологий', ',', 'претерпела', 'две', 'реорганизации', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Я', 'думаю', ',', 'что', 'было', 'бы', 'ошибкой', 'ждать', 'до', 'января', '2012', 'года', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Ёсихико', 'Нода', 'родился', '20', 'мая', '1957', 'года', 'в', 'префектуре', 'Тиба', 'недалеко', 'от', 'Токио', 'в', 'семье', 'военного', '.']","[6, 5, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]"
"['В.Алешин', 'выразил', 'желание', 'остаться', 'работать', 'в', 'ОАО', '""', 'Лужники', ""''"", 'I-ORG', 'в', 'качестве', 'советника', 'генерального', 'директора', '.']","[6, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Досрочные', 'выборы', 'градоначальника', 'пройдут', '8', 'сентября', '.']","[0, 0, 0, 0, 0, 0, 0]"
"['""', 'Костяк', 'областной', 'прокуратуры', 'представляет', 'собой', 'единую', 'коррупционную', 'группировку', ',', 'во', 'главе', 'которой', 'находится', 'начальник', 'главного', 'организационно-инспекторского', 'управления', 'Генпрокуратуры', 'РФ', 'Ю.Синдеев', ""''"", ',', '-', 'заявил', 'тогда', 'С.Буянский', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 6, 0, 0, 0, 0, 0, 6, 0]"
"['Л.Хасис', 'вступит', 'в', 'должность', 'в', 'случае', 'положительного', 'решения', 'Московского', 'главного', 'территориального', 'управления', 'Центрального', 'банка', 'РФ', '1', 'сентября', '2013г.', ',', 'говорится', 'в', 'сообщении', 'Сбербанка', '.']","[6, 0, 0, 0, 0, 0, 0, 0, 3, 2, 2, 2, 3, 2, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0]"
"['Он', 'мотивировал', 'данный', 'шаг', 'потерей', 'доверия', 'к', 'нему', 'со', 'стороны', 'народа', 'в', 'связи', 'с', 'невыполненным', 'предвыборным', 'обещанием', 'о', 'переносе', 'американской', 'военной', 'авиабазы', 'Футенме', 'с', 'острова', 'Окинава', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0]"
"['работал', 'в', 'Renault', '.']","[0, 0, 3, 0]"
"['Ранее', 'сегодня', 'источники', 'в', 'двух', 'ведущих', 'партиях', 'Греции', '-', 'PASOK', 'и', '""', 'Новая', 'демократия', ""''"", '-', 'сообщили', ',', 'что', 'лидеры', 'партий', 'согласовали', 'кандидатуру', 'главы', 'антикризисного', 'коалиционного', 'правительства', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['В', 'ноябре', '2011', 'года', 'был', 'принят', 'федеральный', 'закон', ',', 'обязывающий', 'министерство', 'обороны', 'РФ', 'безвозмездно', 'передавать', 'субъектам', 'РФ', 'и', 'муниципалитетам', 'все', 'недвижимое', 'имущество', ',', 'не', 'использующееся', 'для', 'нужд', 'обороны', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Агенты', 'должны', 'были', 'через', 'интернет', 'агитировать', 'против', 'кандидата', 'от', 'оппозиционной', 'демократической', 'партии', 'Мун', 'Чже', 'Ина', 'на', 'президентских', 'выборах', 'в', '2012', 'году', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 5, 0, 0, 0, 0, 0, 0, 0]"
"['срока', 'полномочий', 'действующего', 'председателя', 'банка', 'Жан-Клода', 'Трише', '.']","[0, 0, 0, 0, 0, 6, 5, 0]"
"['В', 'сообщении', 'также', 'отмечается', ',', 'что', 'Д.Медведев', 'наградил', 'В.Христенко', 'орденом', 'Почета', 'за', 'большой', 'вклад', 'в', 'проведение', 'государственной', 'политики', 'в', 'области', 'промышленности', 'и', 'многолетнюю', 'добросовестную', 'работу', '.']","[0, 0, 0, 0, 0, 0, 6, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Досрочные', 'выборы', 'мэра', 'Москвы', 'пройдут', 'в', 'единый', 'день', 'голосования', '-', '8', 'сентября', '.']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['В', 'настоящее', 'время', 'проводится', 'проверка', 'на', 'предмет', 'наличия', 'в', 'действиях', 'должностных', 'лиц', 'Роскосмоса', 'состава', 'преступления', ',', 'предусмотренного', 'ст.286', 'УК', 'РФ', '(', 'превышение', 'должностных', 'полномочий', ')', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"['Напомним', ',', '30', 'августа', 'в', 'отставку', 'подал', 'замглавы', 'ГУВД', 'Москвы', ',', 'начальник', 'Управления', 'по', 'работе', 'с', 'личным', 'составом', 'Владимир', 'Чугунов', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 3, 2, 2, 2, 2, 2, 6, 5, 0]"
"['При', 'этом', ',', 'по', 'словам', 'С.Абрамова', ',', 'на', 'содержание', 'и', 'обслуживание', 'данного', 'оборудования', 'ежегодно', 'требуется', '2', 'млрд', 'руб', '.']","[0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Дж.Мердок', 'покидает', 'пост', 'заместителя', 'производственного', 'директора', 'News', 'Corp', '.']","[6, 0, 0, 0, 0, 0, 3, 2, 0]"
"['Следственный', 'комитет', 'заподозрил', 'Назарова', 'в', 'организации', 'незаконных', 'казино', 'в', 'Подмосковье', '.']","[3, 2, 0, 6, 0, 0, 0, 0, 0, 1, 0]"
"['В', 'Минэнерго', 'прокомментировать', '""', 'Ъ', ""''"", 'его', 'отставку', 'вчера', 'не', 'смогли', '.']","[0, 3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0]"
"['Глава', 'правительства', 'призвал', 'партию', 'власти', 'не', 'сбавлять', 'темп', 'работы', 'над', 'законопроектом', '“', 'Об', 'обращении', 'лекарственных', 'средств', '”', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Блохин', ',', 'занявший', 'в', 'конце', 'сентября', 'пост', 'главного', 'тренера', '""', 'Динамо', ""''"", ',', '5', 'октября', 'был', 'госпитализирован', 'c', 'диагнозом', 'тромбоз', 'левой', 'сонной', 'артерии', '.']","[6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Срок', 'полномочий', 'Наговицына', 'истекает', '10', 'июля', 'этого', 'года', '.']","[0, 0, 6, 0, 0, 0, 0, 0, 0]"
"['Такое', 'развитие', 'событий', 'могло', 'привести', 'к', 'тому', ',', 'что', 'Грузия', 'потеряла', 'бы', 'Панкиси', 'точно', 'так', 'же', ',', 'как', 'потом', 'она', 'потеряла', 'Абхазию', 'и', 'Цхинвали', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
"['Лидер', 'партии', '""', 'Правое', 'дело', ""''"", 'Михаил', 'Прохоров', 'назначил', 'главой', 'исполкома', 'политической', 'организации', 'вместо', 'Андрея', 'Дунаева', 'нынешнего', 'руководителя', 'избирательного', 'штаба', '""', 'правых', ""''"", 'Рифата', 'Шайхутдинова', '.']","[0, 0, 0, 3, 2, 0, 6, 5, 0, 0, 0, 0, 0, 0, 6, 5, 0, 0, 0, 0, 0, 0, 0, 6, 5, 0]"
"['Но', 'его', 'рейтинг', 'медленно', ',', 'но', 'неумолимо', 'падает', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['По', 'его', 'словам', ',', 'изначально', 'задумывалось', ',', 'что', 'главную', 'роль', 'в', 'башкирской', 'политике', 'будет', 'играть', 'правительство', 'во', 'главе', 'с', 'Раилем', 'Сарбаевым', ',', 'однако', 'в', 'итоге', 'получилось', ',', 'что', 'глава', 'региона', 'лишился', '""', 'собственного', 'дееспособного', 'аппарата', ',', 'который', 'в', 'первую', 'очередь', 'зависит', 'от', 'харизмы', 'главы', 'администрации', ""''"", '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['В', 'нарушении', 'законов', 'также', 'обвинялись', 'три', 'агента', 'разведки', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['В.Путин', 'поздравил', 'премьер-министра', 'Абхазии', 'Л.Лакербая', 'с', 'назначением', 'на', 'эту', 'должность', '.']","[6, 0, 0, 1, 6, 0, 0, 0, 0, 0, 0]"
"['Замминистра', 'энергетики', 'РФ', 'В.Синюгин', 'покинул', 'свой', 'пост', '.']","[0, 0, 1, 6, 0, 0, 0, 0]"
